DATE,PLOT,INITALS,SPECIES,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,A1_cover,A1_pheno,NOTES
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
20170418,1332,"PDP, PW",,,,,,,,,,,,,,,,,,,,,,,,,,
